Location,lat,lon,cat,grp,cat1,cat2
In Union There Is Strength,42.25908,-71.001571,Art: Engraving,Art,Engraving,NA
Indian Hunter,42.340167,-71.094633,Art: Statue,Art,Statue,NA
Indoor Kites of Wonder,42.418982,-71.258348,Art: Installation,Art,Installation,NA
Industrial Statue,42.341995,-71.069621,Art: Statue,Art,Statue,NA
Industries of Lynn Mural,42.465009,-70.946282,Art: Mural,Art,Mural,NA
Industry and Commerce Portico,42.356295,-71.058408,Art: Architecture,Art,Architecture,NA
INRI Crucifixion Sculpture,42.338982,-71.048848,Art: Sculpture,Art,Sculpture,NA
Intense Face Bas Relief,42.350126,-71.064685,Art: Relief,Art,Relief,NA
Intricate Gryphon Columns,42.358082,-71.056208,Art: Architecture,Art,Architecture,NA
Intricate Iron Work,42.35226,-71.084716,Art: Art,Art,Art,NA
Ireland Free Mural,42.339951,-71.05231,Art: Mural,Art,Mural,NA
Irish Celtic Cross,42.334512,-71.040071,"Art: Statue, religious",Art,Statue,Religious
Iron Dragons of Luck,42.344126,-71.096062,Art: Architecture,Art,Architecture,NA
Ironworkers Local 7 Mural,42.332722,-71.054813,Art: Mural,Art,Mural,NA
Ironworkers Sculpture,42.333114,-71.054262,Art: Sculpture,Art,Sculpture,NA
Irving Venus,42.375527,-71.110864,Art: Statue,Art,Statue,NA
Island Oasis Light Box,42.288911,-71.134289,Art: Electrical Box,Art,Electrical Box,NA
Islington Pizza Mural,42.218379,-71.188853,Art: Mural,Art,Mural,NA
JAB Statue,42.276723,-71.034206,Art: Statue,Art,Statue,NA
Jackson Pollock Styled Electrical Box,42.341258,-71.238728,Art: Electrical Box,Art,Electrical Box,NA
Jacob A Goldfarb Bust and 55th Anniversary Fund Plaque,42.368055,-71.2582,Art: Statue,Art,Statue,NA
Jacob Wrestling with the Angel,42.368148,-71.260988,"Art: Statue, religious",Art,Statue,Religious
James's Gate Mural,42.305806,-71.114544,Art: Mural,Art,Mural,NA
James Hook Golden Lobster,42.35469,-71.050567,Art: Weathervane,Art,Weathervane,NA
Japanese Fountain,42.340632,-71.151798,Art: Fountain,Art,Fountain,NA
Japanese Lamp,42.339718,-71.095635,Art: Artifact,Art,Artifact,NA
Japanese Wave Mural,42.38182,-71.06765,Art: Mural,Art,Mural,NA
Jenga Art,42.336697,-71.098728,Art: Installation,Art,Installation,NA
Jesus,42.253572,-71.165523,"Art: Statue, religious",Art,Statue,Religious
Jesus,42.259526,-71.044117,"Art: Statue, religious",Art,Statue,Religious
Jesus,42.520595,-71.058205,"Art: Statue, religious",Art,Statue,Religious
Jesus,42.288492,-71.107329,"Art: Statue, religious",Art,Statue,Religious
Jesus And Mary,42.515673,-71.071488,"Art: Statue, religious",Art,Statue,Religious
Jesus And Mary,42.282985,-71.051375,"Art: Statue, religious",Art,Statue,Religious
Jesus and Veronica,42.24559,-70.853158,"Art: Statue, religious",Art,Statue,Religious
Jesus at Sacred Heart,42.282072,-71.123118,"Art: Statue, religious",Art,Statue,Religious
Jesus at St. Mary's,42.378227,-71.237554,"Art: Statue, religious",Art,Statue,Religious
Jesus Carries His Cross,42.245781,-70.851411,"Art: Statue, religious",Art,Statue,Religious
Jesus Condemned to Death,42.245915,-70.851092,"Art: Statue, religious",Art,Statue,Religious
Jesus Dies For Us,42.340354,-71.31241,"Art: Statue, religious",Art,Statue,Religious
Jesus Dies on the Cross,42.246536,-70.852117,"Art: Statue, religious",Art,Statue,Religious
Jesus Entombed ,42.340384,-71.31212,"Art: Statue, religious",Art,Statue,Religious
Jesus Falls for the First Time,42.245577,-70.852017,"Art: Statue, religious",Art,Statue,Religious
Jesus Falls the Second Time,42.24583,-70.853152,"Art: Statue, religious",Art,Statue,Religious
Jesus Falls the Third Time,42.246314,-70.852983,"Art: Statue, religious",Art,Statue,Religious
Jesus in the Box,42.320814,-71.167256,Art: Electrical Box,Art,Electrical Box,NA
Jesus is Laid in the Tomb,42.246131,-70.851415,"Art: Statue, religious",Art,Statue,Religious
Jesus is Nailed to the Cross,42.246453,-70.852471,"Art: Statue, religious",Art,Statue,Religious
Jesus Is Stripped of His Garments,42.246476,-70.852844,"Art: Statue, religious",Art,Statue,Religious
Jesus is Taken Down from the Cross,42.246385,-70.851649,"Art: Statue, religious",Art,Statue,Religious
Jesus Mary and Joseph  Mosaic Mausoleum,42.282507,-71.107207,Art: Mosaic,Art,Mosaic,NA
Jesus Mary Joseph Dedication and Remembrance,42.418746,-71.001357,"Art: Statue, religious",Art,Statue,Religious
Jesus Meets His Mother,42.245418,-70.852699,"Art: Statue, religious",Art,Statue,Religious
Jesus of the Espoused Stigmatine Center,42.394765,-71.23756,"Art: Statue, religious",Art,Statue,Religious
Jesus on the Cross,42.3467,-71.146523,"Art: Statue, religious",Art,Statue,Religious
Jesus on the Cross,42.343452,-71.16335,"Art: Statue, religious",Art,Statue,Religious
Jesus on the Cross,42.409887,-71.22974,"Art: Statue, religious",Art,Statue,Religious
Jesus On The Cross,42.365345,-71.225681,"Art: Statue, religious",Art,Statue,Religious
Jesus On The Hill,42.365736,-71.222314,"Art: Statue, religious",Art,Statue,Religious
Jesus on the Wall ,42.371112,-71.115993,"Art: Statue, religious",Art,Statue,Religious
Jesus Speaks to the Women,42.246009,-70.853124,"Art: Statue, religious",Art,Statue,Religious
Jesus Statue at North End,42.364628,-71.053935,"Art: Statue, religious",Art,Statue,Religious
Jesus Statue at Sacred Hearts Church,42.424488,-71.067413,"Art: Statue, religious",Art,Statue,Religious
JFK Grade School Mural,42.321506,-71.105899,Art: Mural,Art,Mural,NA
JFK in Berlin Bear,42.34703,-71.077598,Art: Statue,Art,Statue,NA
Joe the Lion,42.350429,-71.079814,Art: Statue,Art,Statue,NA
John Adams Statue,42.251346,-71.00383,Art: Statue,Art,Statue,NA
John Boyle O'Reilly,42.346267,-71.091063,Art: Statue,Art,Statue,NA
John Boyle O'Reilly ,42.320198,-71.167553,Art: Statue,Art,Statue,NA
John F. Collins,42.359431,-71.058452,Art: Art,Art,Art,NA
John F. Collins ,42.359984,-71.058429,Art: Art,Art,Art,NA
John Harvard Statue,42.374463,-71.117227,Art: Statue,Art,Statue,NA
John Singleton Copley,42.350094,-71.076822,Art: Statue,Art,Statue,NA
Johnson Memorial Column,42.343917,-71.09014,Art: Architecture,Art,Architecture,NA
Josiah Quincy,42.357853,-71.059326,Art: Statue,Art,Statue,NA
Josiah Quincy Elementary School Mural,42.348246,-71.064337,Art: Mural,Art,Mural,NA
JP Catholic Statue,42.306733,-71.115421,"Art: Statue, religious",Art,Statue,Religious
JP Licks Cow,42.312809,-71.114268,Art: Architecture,Art,Architecture,NA
JP Neighborhood Mural,42.315204,-71.103591,Art: Mural,Art,Mural,NA
JP South St Mural,42.304793,-71.114652,Art: Mural,Art,Mural,NA
JP Whole Foods Mural,42.321394,-71.110708,Art: Mural,Art,Mural,NA
JSC Building Sculpture,42.376881,-71.231422,Art: Sculpture,Art,Sculpture,NA
Jumbo,42.40775,-71.120421,Art: Statue,Art,Statue,NA
Jungle Mural,42.359151,-71.090178,Art: Mural,Art,Mural,NA
Jupiter Sunset,42.360144,-71.050856,Art: Art,Art,Art,NA
Just For Kids,42.441283,-71.065856,Art: Mural,Art,Mural,NA
Justice for All Mural,42.354666,-71.062774,Art: Mural,Art,Mural,NA
Keepin' It Local,42.309506,-71.104358,Art: Mural,Art,Mural,NA
Kenmore Mariner Lamp,42.348988,-71.094247,Art: Artifact,Art,Artifact,NA
Kennedy Family Mural,42.346185,-71.128241,Art: Mural,Art,Mural,NA
Key Bike Rack,42.33145,-71.112002,Art: Bike Rack,Art,Bike Rack,NA
Keyhole Sculpture,42.461663,-70.946114,Art: Sculpture,Art,Sculpture,NA
Keystone Fountain Minor,42.364733,-71.115578,Art: Fountain,Art,Fountain,NA
Kids Portaits Puzzle Pieces Mural,42.36474,-71.097607,Art: Mural,Art,Mural,NA
Kinetic Sculpture,42.369668,-71.075503,Art: Sculpture,Art,Sculpture,NA
Kinetic Sculpture,42.367142,-71.021936,Art: Sculpture,Art,Sculpture,NA
Kinetic Sculpture,42.369871,-71.020293,Art: Sculpture,Art,Sculpture,NA
Kinetic Sculpture,42.36494,-71.021963,Art: Sculpture,Art,Sculpture,NA
Kinetic Sculpture ,42.299604,-71.221452,Art: Sculpture,Art,Sculpture,NA
Kinetic Soulper,42.369333,-71.248897,Art: Architecture,Art,Architecture,NA
Kinetic Sun Sculptures,42.407882,-71.329197,Art: Sculpture,Art,Sculpture,NA
King's Lynne Sundial,42.468258,-70.986246,Art: Artifact,Art,Artifact,NA
King Husky at Northeastern,42.339857,-71.0881,Art: Statue,Art,Statue,NA
Kingsboro Park Mural,42.318442,-71.112204,Art: Mural,Art,Mural,NA
Kneel and Pray for Your Loved Ones,42.247552,-70.979143,"Art: Statue, religious",Art,Statue,Religious
Know Where Your Food is From Mural,42.34695,-71.068054,Art: Mural,Art,Mural,NA
KO Mural,42.342484,-71.054538,Art: Mural,Art,Mural,NA
Kodama,42.364535,-71.262959,Art: Installation,Art,Installation,NA
Koi Terrazzo,42.364193,-71.020356,Art: Art,Art,Art,NA
Kupel's Bakery  Mural,42.345596,-71.127084,Art: Mural,Art,Mural,NA
L. L. Bean Mega Boot,42.232072,-71.178961,Art: Storefront,Art,Storefront,NA
Labor and Faith Wall,42.359466,-71.062578,Art: Architecture,Art,Architecture,NA
Labyrinth Fountain ,42.361087,-71.053235,Art: Fountain,Art,Fountain,NA
Ladies Preparing Newly Woven Silk,42.365609,-71.018478,Art: Painting,Art,Painting,NA
Lady of Fatima Statue,42.347027,-71.145958,"Art: Statue, religious",Art,Statue,Religious
Lady Of Sorrow ,42.418246,-71.148837,"Art: Statue, funerary",Art,Statue,Funerary
Lady of the Fountain,42.377166,-71.231448,Art: Fountain,Art,Fountain,NA
Lady on the Wall,42.335471,-71.089074,Art: Architecture,Art,Architecture,NA
Lady Resting Graffiti,42.24545,-71.00117,Art: Mural,Art,Mural,NA
Lafayette School Switchbox,42.420115,-71.047015,Art: Electrical Box,Art,Electrical Box,NA
Lagoon Lantern,42.354288,-71.070428,Art: Artifact,Art,Artifact,NA
Landwave Sculpture ,42.343516,-71.066506,Art: Sculpture,Art,Sculpture,NA
Lanterns and Grid,42.343836,-71.045302,Art: Architecture,Art,Architecture,NA
Large Four Piece Reclining Fig,42.373089,-71.115164,Art: Statue,Art,Statue,NA
Large Metal Art Dark,42.373875,-71.050928,Art: Sculpture,Art,Sculpture,NA
Large Mouth Bass Statue,42.250996,-71.156159,Art: Statue,Art,Statue,NA
Las Furias,42.364136,-71.082086,Art: Installation,Art,Installation,NA
Laughing Man Sidewalk Tile Work,42.35681,-71.108744,Art: Mosaic,Art,Mosaic,NA
Lavender Wall Mural,42.298875,-71.294215,Art: Mural,Art,Mural,NA
Law School Yard Metal Sculpture ,42.378291,-71.117761,Art: Sculpture,Art,Sculpture,NA
Lawrence Garden Mural,42.339301,-71.114572,Art: Mural,Art,Mural,NA
Le CafÃ© de Paris Wall Mural,42.251596,-71.037126,Art: Mural,Art,Mural,NA
Leaf Sculpture,42.344578,-71.052162,Art: Sculpture,Art,Sculpture,NA
Leaving ,42.353173,-71.043092,Art: Literary,Art,Literary,NA
LED Cloud Ceiling,42.362722,-71.087087,Art: Architecture,Art,Architecture,NA
Legacy NW Pylon,42.232715,-71.176466,Art: Architecture,Art,Architecture,NA
Legal Seafood Sculpture,42.362722,-71.08791,Art: Sculpture,Art,Sculpture,NA
Lenox Martell Mural,42.326666,-71.102044,Art: Mural,Art,Mural,NA
Leon Electric Mural,42.342231,-71.066099,Art: Mural,Art,Mural,NA
Les Sages,42.338658,-71.087728,Art: Installation,Art,Installation,NA
Leslie Wilcox Sentinals,42.339099,-71.1009,Art: Installation,Art,Installation,NA
Let's Tango,42.322869,-71.103256,Art: Installation,Art,Installation,NA
Let There Be Light,42.343571,-71.115001,Art: Architecture,Art,Architecture,NA
Leverett House Greek Letter Statue ,42.369863,-71.117521,Art: Statue,Art,Statue,NA
Lewis S. Rosenstiel Bust,42.365786,-71.257178,Art: Statue,Art,Statue,NA
Lexington Minuteman,42.44895,-71.230133,"Art: Statue, minuteman",Art,Statue,Minuteman
Liberty Bell Facade,42.355751,-71.055173,Art: Architecture,Art,Architecture,NA
Liberty to the City of Everett,42.408032,-71.054896,Art: Electrical Box,Art,Electrical Box,NA
Lies by Ethan Canin,42.301278,-71.113831,Art: Literary,Art,Literary,NA
Life Emerging Sculpture,42.338052,-71.105372,Art: Sculpture,Art,Sculpture,NA
Life Force,42.35217,-71.053734,Art: Installation,Art,Installation,NA
Life Force I,42.321843,-71.156129,Art: Installation,Art,Installation,NA
Life Force IV,42.34357,-71.109738,Art: Installation,Art,Installation,NA
Life is Sweet Switch Box,42.430783,-71.067473,Art: Electrical Box,Art,Electrical Box,NA
Life Statue HSPH,42.335436,-71.103045,Art: Statue,Art,Statue,NA
Light Sculpture,42.365388,-71.26183,Art: Sculpture,Art,Sculpture,NA
Light Sculpture at Cubist,42.423532,-71.242435,Art: Sculpture,Art,Sculpture,NA
Lily Mural,42.345203,-71.084404,Art: Mural,Art,Mural,NA
Lily Pad Statue,42.204605,-71.112955,Art: Statue,Art,Statue,NA
Lily Statue,42.371335,-71.061949,Art: Statue,Art,Statue,NA
Liminal Bloom,42.343933,-71.085546,Art: Sculpture,Art,Sculpture,NA
Lincoln Lion Statue,42.344379,-71.09517,Art: Statue,Art,Statue,NA
Links Sculpture ,42.352049,-71.05511,Art: Sculpture,Art,Sculpture,NA
Lion and B Shield,42.358089,-71.061195,Art: Architecture,Art,Architecture,NA
Lion Fountain,42.33363,-71.102717,Art: Fountain,Art,Fountain,NA
Lion Fountain,42.336027,-71.104445,Art: Fountain,Art,Fountain,NA
Lion Fountainheads,42.360322,-71.127614,Art: Fountain,Art,Fountain,NA
Lion Relief,42.302813,-71.08735,Art: Relief,Art,Relief,NA
Lion Sculpture,42.319227,-71.177834,Art: Sculpture,Art,Sculpture,NA
Lion Sculpture on Greenwich,42.342288,-71.079889,Art: Sculpture,Art,Sculpture,NA
Lion Statue,42.271401,-71.02201,Art: Statue,Art,Statue,NA
Lion Statue,42.461285,-71.138098,Art: Statue,Art,Statue,NA
Lion Statue,42.514673,-71.147307,Art: Statue,Art,Statue,NA
Literate Girl Statue,42.374731,-71.14614,Art: Statue,Art,Statue,NA
Little Building Painting,42.351838,-71.064816,Art: Art,Art,Art,NA
Lizard Eating Fly Mural,42.242467,-70.959711,Art: Mural,Art,Mural,NA
Lizard Lounge,42.3821,-71.119525,Art: Mural,Art,Mural,NA
Lizzy's Mural,42.369838,-71.237239,Art: Mural,Art,Mural,NA
Lobster Mural,42.464234,-70.946461,Art: Mural,Art,Mural,NA
Lock and Key Bike Securement,42.33389,-71.105123,Art: Bike Rack,Art,Bike Rack,NA
Loews Pine Cone Madonna,42.349188,-71.072305,Art: Statue,Art,Statue,NA
Logan Banner Art,42.364405,-71.021239,Art: Art,Art,Art,NA
Long Dog Is Long,42.347395,-71.062937,Art: Mural,Art,Mural,NA
Longboat Weathervane,42.346495,-71.249479,Art: Weathervane,Art,Weathervane,NA
Longfellow Relief,42.375244,-71.127153,Art: Relief,Art,Relief,NA
Lorentz Park Sculptures,42.374773,-71.111045,Art: Sculpture,Art,Sculpture,NA
Lost Childhood,42.371657,-71.145001,"Art: Statue, funerary",Art,Statue,Funerary
Lotta Fountain,42.35543,-71.076066,Art: Fountain,Art,Fountain,NA
Louis Brandeis Statue,42.36649,-71.259858,Art: Statue,Art,Statue,NA
Love Kiwi Power Box,42.330343,-71.084141,Art: Electrical Box,Art,Electrical Box,NA
Love Mural,42.337503,-71.08255,Art: Mural,Art,Mural,NA
Low Fab,42.356372,-71.051121,Art: Installation,Art,Installation,NA
Lowell Crypt,42.372656,-71.14312,"Art: Architecture, funerary",Art,Architecture,Funerary
Loyal Companion,42.373024,-71.144517,Art: Statue,Art,Statue,NA
Luminous Sequence,42.373785,-71.119907,Art: Installation,Art,Installation,NA
Lux Aeterna,42.367608,-71.14423,"Art: Statue, funerary",Art,Statue,Funerary
Lyman Memorial Fountain,42.308444,-71.064312,Art: Fountain,Art,Fountain,NA
Lynn Children are the Future Mural ,42.463961,-70.944424,Art: Mural,Art,Mural,NA
Lynn Commons Water Fountain,42.463436,-70.957951,Art: Fountain,Art,Fountain,NA
Lynn Heritage State Park Murals,42.4582,-70.942927,Art: Mural,Art,Mural,NA
Lynn High Rock Tower Power Box Mural,42.462464,-70.947231,Art: Electrical Box,Art,Electrical Box,NA
Lynn Historic Society Courtyard Fountain,42.4629,-70.943784,Art: Fountain,Art,Fountain,NA
Lynn Raw Art Works Power Box Mural ,42.463088,-70.949785,Art: Electrical Box,Art,Electrical Box,NA
Lynn Trolley Car Electrical Box Mural ,42.46251,-70.943,Art: Electrical Box,Art,Electrical Box,NA
Lynn Youth Soccer Mural,42.464513,-70.984432,Art: Mural,Art,Mural,NA
Lyre Silenced,42.371195,-71.14047,"Art: Sculpture, funerary",Art,Sculpture,Funerary
Madonna Fountain,42.390419,-71.005217,Art: Fountain,Art,Fountain,NA
Maiden's Face Façade,42.338659,-71.155686,Art: Architecture,Art,Architecture,NA
Make a Difference Box,42.418995,-71.09203,Art: Electrical Box,Art,Electrical Box,NA
Make Way for Ducklings,42.355485,-71.069767,Art: Installation,Art,Installation,NA
Malden Farmers Market Art Box,42.425401,-71.067537,Art: Electrical Box,Art,Electrical Box,NA
Malden Fire Man Switch Box Mural ,42.421017,-71.060065,Art: Electrical Box,Art,Electrical Box,NA
Malden Spirit Mural,42.427204,-71.065616,Art: Mural,Art,Mural,NA
Malden Switchbox Project,42.432053,-71.074942,Art: Electrical Box,Art,Electrical Box,NA
Malden VS Medford,42.42635,-71.075102,Art: Electrical Box,Art,Electrical Box,NA
Maliotis Column,42.367478,-71.145678,Art: Architecture,Art,Architecture,NA
Man With Eagle Statue,42.319677,-71.166998,Art: Statue,Art,Statue,NA
Mandel Menorah Sculpture,42.36943,-71.257971,Art: Sculpture,Art,Sculpture,NA
Map on electrical box on SW Co,42.316936,-71.104842,Art: Electrical Box,Art,Electrical Box,NA
Maple and Highland Painted Box,42.428691,-71.081292,Art: Electrical Box,Art,Electrical Box,NA
Marathon Street Mural,42.405031,-71.141002,Art: Mural,Art,Mural,NA
Marble Cross,42.294446,-71.276956,"Art: Statue, religious",Art,Statue,Religious
Marble Urn ,42.371955,-71.147005,Art: Ceramics,Art,Ceramics,NA
Marcella Park Mural,42.322205,-71.096905,Art: Mural,Art,Mural,NA
Marcella Park Mural,42.323723,-71.096563,Art: Mural,Art,Mural,NA
Marcella Playground Mural,42.321803,-71.096014,Art: Mural,Art,Mural,NA
Mariachi Band,42.473617,-71.249175,Art: Sculpture,Art,Sculpture,NA
Mariner Bust,42.359577,-71.055016,Art: Statue,Art,Statue,NA
Mary and Child Statue,42.344104,-71.163013,"Art: Statue, religious",Art,Statue,Religious
Mary And Jesus Statue,42.45437,-71.067421,"Art: Statue, religious",Art,Statue,Religious
Mary at Prayer,42.178558,-70.945914,"Art: Statue, religious",Art,Statue,Religious
Mary Dyer,42.35809,-71.06287,Art: Statue,Art,Statue,NA
Mary Foley Memorial Fountain,42.453368,-71.067434,Art: Fountain,Art,Fountain,NA
Mary Fountain,42.369206,-71.099836,Art: Fountain,Art,Fountain,NA
Mary Fountain,42.245545,-70.851736,Art: Fountain,Art,Fountain,NA
Mary Holding Baby Jesus,42.298663,-71.167079,"Art: Statue, religious",Art,Statue,Religious
Mary Holds the Body of Jesus,42.265214,-71.013821,"Art: Statue, religious",Art,Statue,Religious
Mary Mother of God,42.501754,-71.075797,"Art: Statue, religious",Art,Statue,Religious
Mary on a Marble,42.32084,-71.056892,"Art: Statue, religious",Art,Statue,Religious
Mary On The Half-Shell,42.321175,-71.102341,"Art: Statue, religious",Art,Statue,Religious
Mary Relief,42.371353,-71.093593,Art: Relief,Art,Relief,NA
Mary Star of the Sea,42.298809,-71.010297,"Art: Mural, religious",Art,Mural,Religious
Mary Statue,42.433239,-71.133851,"Art: Statue, funerary",Art,Statue,Funerary
Mary Statue ,42.407415,-71.00987,"Art: Statue, religious",Art,Statue,Religious
Mary Statue at Saint Clement's Church,42.403124,-71.114617,"Art: Statue, religious",Art,Statue,Religious
Mary Whalen James Statue,42.274548,-71.025759,Art: Statue,Art,Statue,NA
"Mary, Mother Of God ",42.247718,-70.978659,"Art: Statue, religious",Art,Statue,Religious
Mass Art Iron Fish Sculpture,42.337144,-71.098354,Art: Sculpture,Art,Sculpture,NA
Mass Cultural Council Mural,42.385627,-71.184398,Art: Mural,Art,Mural,NA
Massachusetts Landscapes ,42.361533,-71.018473,Art: Photography,Art,Photography,NA
Massive Chair,42.350702,-71.090497,Art: Sculpture,Art,Sculpture,NA
Master McGrath Mural,42.256548,-71.120338,Art: Mural,Art,Mural,NA
Math on a Wall,42.367111,-71.258493,Art: Painting,Art,Painting,NA
Mattapan Rise Statue,42.267586,-71.093608,Art: Statue,Art,Statue,NA
Mattapan Wall Art,42.279746,-71.093286,Art: Mural,Art,Mural,NA
Maurice J. Tobin Statue,42.357139,-71.074078,Art: Statue,Art,Statue,NA
Maverick Fountain,42.368166,-71.04025,Art: Fountain,Art,Fountain,NA
Max and Morris Feldberg Dedication Plaque and Busts,42.366876,-71.258895,Art: Statue,Art,Statue,NA
Maxwell Dworkin,42.378819,-71.116809,Art: Engraving,Art,Engraving,NA
Mayor's Mural Crew Summer,42.351179,-71.131241,Art: Mural,Art,Mural,NA
"Mayor's Mural Crew, Summer 2007",42.351063,-71.131787,Art: Mural,Art,Mural,NA
Mayor Kevin White Statue in Boston,42.360282,-71.05673,Art: Statue,Art,Statue,NA
Mayor Menino Floral Power Boxes,42.350899,-71.168548,Art: Electrical Box,Art,Electrical Box,NA
Medford Fish Mural,42.403016,-71.113454,Art: Mural,Art,Mural,NA
Medford Stone Pillar,42.418528,-71.105602,Art: Architecture,Art,Architecture,NA
Medicine For Better Lives Fountain ,42.28446,-71.101418,Art: Fountain,Art,Fountain,NA
Medicine for Better Lives Sculpture,42.286041,-71.101861,Art: Sculpture,Art,Sculpture,NA
Mediterranean Mural,42.371906,-71.115445,Art: Mural,Art,Mural,NA
Mega Chess,42.343941,-71.116137,Art: Art,Art,Art,NA
Melnea Cass Mural Pillars,42.331372,-71.095282,Art: Mural,Art,Mural,NA
Memorial Fountain,42.343773,-71.223294,Art: Fountain,Art,Fountain,NA
Memorial Obelisk,42.316979,-71.209046,Art: Artifact,Art,Artifact,NA
Memorial Statue,42.375571,-71.123052,Art: Statue,Art,Statue,NA
Menagerie Mural,42.334022,-71.106163,Art: Mural,Art,Mural,NA
Merchant's Building Facade ,42.354209,-71.058883,Art: Architecture,Art,Architecture,NA
Mermaid Mural,42.269565,-70.855788,Art: Mural,Art,Mural,NA
Mess with the Bull,42.371703,-71.157175,Art: Relief,Art,Relief,NA
Metal Flower Sculpture,42.157692,-70.947413,Art: Sculpture,Art,Sculpture,NA
Metal Guitar,42.312399,-71.114058,Art: Installation,Art,Installation,NA
Metal Orb Fountain,42.364039,-71.136923,Art: Fountain,Art,Fountain,NA
Metal Sculpture,42.363059,-71.059078,Art: Sculpture,Art,Sculpture,NA
Metal Skeleton,42.337329,-71.0999,Art: Installation,Art,Installation,NA
Metal Skyline,42.284663,-71.129952,Art: Sign,Art,Sign,NA
Metal Structure  ,42.343056,-71.105368,Art: Sculpture,Art,Sculpture,NA
Metallic Sculpture,42.347363,-71.078413,Art: Sculpture,Art,Sculpture,NA
Mexican Mural,42.353052,-71.133633,Art: Mural,Art,Mural,NA
Mexico Lindo Mural ,42.454152,-71.065663,Art: Mural,Art,Mural,NA
MFA Kapp Obelisk,42.339438,-71.094622,Art: Artifact,Art,Artifact,NA
MFA Parking Sculpture,42.3389,-71.096342,Art: Sculpture,Art,Sculpture,NA
Microbial Electric Boxes,42.323798,-71.112124,Art: Electrical Box,Art,Electrical Box,NA
Millicent C. Starr Pillar Memorial,42.350253,-71.106578,Art: Architecture,Art,Architecture,NA
Mind and Soul Mural,42.337427,-71.090886,Art: Mural,Art,Mural,NA
Minding the Torch,42.357917,-71.056441,Art: Architecture,Art,Architecture,NA
Minoan Reflection ,42.344623,-71.082971,Art: Sculpture,Art,Sculpture,NA
Misguided Classicism,42.351231,-71.079476,Art: Sculpture,Art,Sculpture,NA
Missing Statue Shrine,42.349804,-71.087233,Art: Statue,Art,Statue,NA
Mission Hill Bike Street Art,42.333161,-71.108528,Art: Misc,Art,Misc,NA
Mission Hill Metalwork Sculpture,42.332099,-71.112175,Art: Sculpture,Art,Sculpture,NA
Mission Hill Peace Mural,42.331941,-71.097641,Art: Mural,Art,Mural,NA
Mission Hill Sculpture,42.32987,-71.111312,Art: Sculpture,Art,Sculpture,NA
Mission Street Art,42.331718,-71.095963,Art: Sculpture,Art,Sculpture,NA
Mission Wall,42.329366,-71.097816,Art: Architecture,Art,Architecture,NA
Missionaries of St Charles ,42.363789,-71.053255,"Art: Engraving, Religious",Art,Engraving,Religious
Mississippi's of Boston Mural,42.329147,-71.097935,Art: Mural,Art,Mural,NA
MIT Dreyfoos,42.361746,-71.091394,Art: Architecture,Art,Architecture,NA
MIT Fire Hydrant Water Fountain,42.361779,-71.089843,Art: Fountain,Art,Fountain,NA
MIT Steel Orb Façade,42.361434,-71.090711,Art: Architecture,Art,Architecture,NA
Model of Bike,42.346148,-71.107516,Art: Bike Rack,Art,Bike Rack,NA
Modern Statue,42.367827,-71.256912,Art: Statue,Art,Statue,NA
Modern Tree Statue,42.36737,-71.257731,Art: Statue,Art,Statue,NA
Mondrian Rings Box,42.420612,-71.170149,Art: Electrical Box,Art,Electrical Box,NA
Monk with Child,42.341032,-71.102785,"Art: Statue, religious",Art,Statue,Religious
Moonlit Cafe Mural,42.420825,-71.080222,Art: Mural,Art,Mural,NA
Moreno's Salon Mural,42.315282,-71.099058,Art: Mural,Art,Mural,NA
Morse Code Electrical Box Mural,42.365302,-71.104118,Art: Electrical Box,Art,Electrical Box,NA
Morse Obelisk,42.464649,-71.010607,Art: Artifact,Art,Artifact,NA
Morss Goblet,42.374138,-71.140671,"Art: Ceramics, funerary",Art,Ceramics,Funerary
Morss Hall Murals,42.359502,-71.088512,Art: Mural,Art,Mural,NA
Morton Wine and Liquors Mural,42.280794,-71.083741,Art: Mural,Art,Mural,NA
MOS Excogitation,42.367658,-71.071013,Art: Installation,Art,Installation,NA
Mosaic Post ,42.34567,-71.081957,Art: Mosaic,Art,Mosaic,NA
Mosaic Seal ,42.356328,-71.064801,Art: Mosaic,Art,Mosaic,NA
Most Blessed Sacrament Statue,42.26593,-70.95866,"Art: Statue, religious",Art,Statue,Religious
Mother's Rest,42.345635,-71.091155,Art: Art,Art,Art,NA
Mother and Child by Sharks,42.332309,-71.097883,"Art: Statue, religious",Art,Statue,Religious
Mother Mary,42.339401,-71.311496,"Art: Statue, religious",Art,Statue,Religious
Mother Mary,42.334798,-71.046825,"Art: Statue, religious",Art,Statue,Religious
Mother Mary ,42.274731,-71.067177,"Art: Statue, religious",Art,Statue,Religious
Mother Mary Monument,42.213387,-71.037886,"Art: Statue, religious",Art,Statue,Religious
Mother Mary Prayer,42.378914,-71.237618,"Art: Statue, religious",Art,Statue,Religious
Mother Mary Statue,42.191267,-71.057436,"Art: Statue, religious",Art,Statue,Religious
Mountain Painted Switch Box,42.417553,-71.079596,Art: Electrical Box,Art,Electrical Box,NA
Mountfort Pyramids,42.372229,-71.143277,"Art: Architecture, funerary",Art,Architecture,Funerary
Move Box,42.407067,-71.116852,Art: Electrical Box,Art,Electrical Box,NA
Mozart III by Kenneth Snelson,42.292925,-71.303736,Art: Installation,Art,Installation,NA
Mozart Park Mural,42.322621,-71.10422,Art: Mural,Art,Mural,NA
