Location,lat,lon,cat,grp,cat1,cat2
Candy Cane High,42.230021,-71.177329,Art: Installation,Art,Installation,NA
Candy Mural Electrical Box  ,42.376269,-71.239853,Art: Electrical Box,Art,Electrical Box,NA
Candy Stripe Clouds,42.414821,-71.151219,Art: Electrical Box,Art,Electrical Box,NA
Capital Grille Lions,42.347966,-71.084878,Art: Storefront,Art,Storefront,NA
"Capitalist Cowboy	",42.351611,-71.110646,Art: Electrical Box,Art,Electrical Box,NA
Caprice Sculpture,42.430143,-71.310195,Art: Sculpture,Art,Sculpture,NA
Capstan Fountain,42.371152,-71.030812,Art: Fountain,Art,Fountain,NA
Car Mural,42.354758,-71.062302,Art: Mural,Art,Mural,NA
Cardinal Cushing Bust,42.361539,-71.062394,Art: Statue,Art,Statue,NA
Cardinal Points,42.431267,-71.312271,Art: Installation,Art,Installation,NA
Carl Yastrzemski,42.345994,-71.096176,Art: Statue,Art,Statue,NA
Carry On,42.34576,-71.111949,Art: Sculpture,Art,Sculpture,NA
Cat Painted Box,42.418244,-71.069544,Art: Electrical Box,Art,Electrical Box,NA
Cat Statue,42.351499,-71.114862,Art: Statue,Art,Statue,NA
Catenary Lights And Pavement Painting,42.344021,-71.045448,Art: Installation,Art,Installation,NA
Caterpillar Number Art,42.351803,-71.161034,Art: Art,Art,Art,NA
Cathedral Mural ,42.340987,-71.068896,Art: Mural,Art,Mural,NA
Cathedral of the Holy Cross,42.340792,-71.070301,"Art: Statue, religious",Art,Statue,Religious
Catholic Statue,42.277268,-71.167078,"Art: Statue, religious",Art,Statue,Religious
Catholic Statue at St Theresa's,42.278546,-71.158731,"Art: Statue, religious",Art,Statue,Religious
Catholic Statue of the Son,42.279315,-71.158507,"Art: Statue, religious",Art,Statue,Religious
CBC Mural,42.366558,-71.091302,Art: Mural,Art,Mural,NA
Cecaelia Sculpture,42.363952,-71.031045,Art: Sculpture,Art,Sculpture,NA
Cedars Church Of Lebanon Statue,42.313781,-71.127697,"Art: Statue, religious",Art,Statue,Religious
Celebration of Imagination Mural,42.364623,-71.101938,Art: Mural,Art,Mural,NA
Cellist Statue,42.3508,-71.067021,Art: Statue,Art,Statue,NA
Cello Statue,42.35059,-71.067185,Art: Statue,Art,Statue,NA
Celtic Cross,42.298159,-71.167206,"Art: Statue, religious",Art,Statue,Religious
Celtic Cross,42.29924,-71.169067,"Art: Statue, religious",Art,Statue,Religious
Celtic Cross,42.3741,-71.14977,"Art: Statue, religious",Art,Statue,Religious
Celtic Cross,42.276704,-71.057941,"Art: Statue, religious",Art,Statue,Religious
Celtic Cross,42.471115,-71.128414,"Art: Statue, religious",Art,Statue,Religious
Celtic Shadow Sundial,42.275569,-71.304233,Art: Sculpture,Art,Sculpture,NA
Celtics Intersection Box,42.363858,-71.058633,Art: Electrical Box,Art,Electrical Box,NA
Celtics Mural,42.364689,-71.062281,Art: Mural,Art,Mural,NA
Celtics Mural,42.36492,-71.062299,Art: Mural,Art,Mural,NA
Cemetery Fountain,42.296494,-71.102362,Art: Fountain,Art,Fountain,NA
Center Point Water Fountain,42.347184,-71.076486,Art: Fountain,Art,Fountain,NA
Central Elements,42.362109,-71.099173,Art: Art,Art,Art,NA
Centre St Art Meter,42.309745,-71.11533,Art: Electrical Box,Art,Electrical Box,NA
Centre St/South St. Mural,42.306914,-71.112929,Art: Mural,Art,Mural,NA
Centre Street Snake Mural,42.321997,-71.109717,Art: Mural,Art,Mural,NA
Cerberus Light Box,42.298462,-71.115632,Art: Electrical Box,Art,Electrical Box,NA
Cha Cha Cha Art,42.398649,-71.063181,Art: Mural,Art,Mural,NA
Chains at Sloan Executive Cent,42.361656,-71.082959,Art: Installation,Art,Installation,NA
Chalice Fountain ,42.49955,-71.161466,Art: Fountain,Art,Fountain,NA
Channel Center Wall Boxes,42.346417,-71.051378,Art: Electrical Box,Art,Electrical Box,NA
Charles Devens,42.356556,-71.073422,Art: Statue,Art,Statue,NA
Charles Lentini Memorial Cross,42.467424,-71.158301,"Art: Statue, religious",Art,Statue,Religious
Charles Sumner,42.352296,-71.069993,Art: Statue,Art,Statue,NA
Charlestown Sundial,42.376878,-71.056795,Art: Sculpture,Art,Sculpture,NA
Charlesview Mural,42.363602,-71.127939,Art: Mural,Art,Mural,NA
Chasing Wisdom,42.356075,-71.05784,Art: Installation,Art,Installation,NA
Check And Mate ,42.345106,-71.087723,Art: Art,Art,Art,NA
Checkered House,42.35149,-71.089171,Art: Installation,Art,Installation,NA
Cheerleader Electrical Box ,42.37051,-71.090968,Art: Electrical Box,Art,Electrical Box,NA
Chef Statue,42.357834,-71.05346,Art: Storefront,Art,Storefront,NA
Chelsea People,42.389476,-71.039457,Art: Statue,Art,Statue,NA
Cherry Tree Mosaic,42.349485,-71.042876,Art: Mosaic,Art,Mosaic,NA
Cherub Fountain,42.340174,-71.127336,Art: Fountain,Art,Fountain,NA
Chessboards of Stedman,42.344422,-71.124812,Art: Art,Art,Art,NA
Chester Park Fountain,42.338194,-71.079346,Art: Fountain,Art,Fountain,NA
Chester Park Fountain ,42.338424,-71.078943,Art: Fountain,Art,Fountain,NA
Chevalier Theater Electrical Box,42.424703,-71.106281,Art: Electrical Box,Art,Electrical Box,NA
Chicott Mural,42.313555,-71.100279,Art: Mural,Art,Mural,NA
Chief Anthony Bronze Cast ,42.364397,-71.098056,Art: Statue,Art,Statue,NA
Child with Bird Fountain,42.353649,-71.071278,Art: Fountain,Art,Fountain,NA
Child With Birds Statue,42.297188,-71.265667,Art: Statue,Art,Statue,NA
Child With Butterfly Mural,42.339017,-71.091619,Art: Mural,Art,Mural,NA
Child With Cat Garden Sculpture,42.33631,-71.104417,Art: Sculpture,Art,Sculpture,NA
Children's Boston Mural ,42.337675,-71.105072,Art: Mural,Art,Mural,NA
Children's Chairs Project,42.364552,-71.034325,Art: Installation,Art,Installation,NA
Children Art Mural,42.293697,-71.04858,Art: Mural,Art,Mural,NA
Children Frolicking Fountain in Boston Public Garden,42.354665,-71.069458,Art: Fountain,Art,Fountain,NA
Children Statue,42.287356,-71.235642,Art: Statue,Art,Statue,NA
China's Folklore Mural,42.350851,-71.059508,Art: Mural,Art,Mural,NA
Chinatown Heritage Mural,42.351686,-71.060574,Art: Mural,Art,Mural,NA
Chinatown Mural,42.351014,-71.061022,Art: Mural,Art,Mural,NA
Chinese Horse II,42.430218,-71.312753,Art: Sculpture,Art,Sculpture,NA
Chinese/English Water Poetry Engraving Monument,42.344604,-71.068539,Art: Relief,Art,Relief,NA
Chris Williams sculpture,42.362952,-71.017446,Art: Sculpture,Art,Sculpture,NA
Chris Williams Sculpture Logan Terminal B,42.363216,-71.016753,Art: Sculpture,Art,Sculpture,NA
Christ Our King Savior of the World,42.261787,-70.991058,"Art: Statue, religious",Art,Statue,Religious
Christ Statue,42.244569,-71.001708,"Art: Statue, religious",Art,Statue,Religious
Christ Statue,42.306375,-71.115233,"Art: Statue, religious",Art,Statue,Religious
Christ Statue at St Julia Church,42.365911,-71.299577,"Art: Statue, religious",Art,Statue,Religious
Christ the King Statue,42.381186,-71.130142,"Art: Statue, religious",Art,Statue,Religious
Christopher Columbus,42.389979,-71.038849,Art: Statue,Art,Statue,NA
Christopher Columbus Statue,42.35827,-71.06872,Art: Statue,Art,Statue,NA
Christopher Columbus Statue,42.361224,-71.051073,Art: Statue,Art,Statue,NA
Churchill Urn,42.258571,-70.99896,Art: Ceramics,Art,Ceramics,NA
Circuit Board Box,42.42589,-71.067451,Art: Electrical Box,Art,Electrical Box,NA
Circular Benches on the Courtyard,42.360309,-71.090304,Art: Architecture,Art,Architecture,NA
Citrus Mural Lighting Box,42.323765,-71.089128,Art: Electrical Box,Art,Electrical Box,NA
City Hall Planter,42.456339,-71.065009,Art: Artifact,Art,Artifact,NA
Cityscape Graffiti Box,42.389947,-71.138371,Art: Electrical Box,Art,Electrical Box,NA
Cityscape Muralbox,42.363261,-71.129948,Art: Electrical Box,Art,Electrical Box,NA
Cityside Mural,42.429736,-71.060989,Art: Mural,Art,Mural,NA
Clark Memorial Sculpture,42.36299,-71.068026,Art: Sculpture,Art,Sculpture,NA
Class of 1998 Wall,42.295787,-71.264547,Art: Architecture,Art,Architecture,NA
Class of 2001 Wall,42.29508,-71.264091,Art: Architecture,Art,Architecture,NA
Classical Scrollwork,42.350501,-71.082276,Art: Architecture,Art,Architecture,NA
Cleaves Court Sculpture,42.313921,-71.096727,Art: Sculpture,Art,Sculpture,NA
Cleopatra's Needles,42.429761,-71.311669,Art: Installation,Art,Installation,NA
Cliff Diver,42.363768,-71.123957,Art: Installation,Art,Installation,NA
Climbing Obelisk ,42.327123,-70.958874,Art: Artifact,Art,Artifact,NA
Clock Art,42.325072,-71.075023,Art: Electrical Box,Art,Electrical Box,NA
Clock Art Electric Box,42.352857,-71.048743,Art: Electrical Box,Art,Electrical Box,NA
Clock Box,42.409787,-71.147555,Art: Electrical Box,Art,Electrical Box,NA
Clock Mural,42.366265,-71.243921,Art: Mural,Art,Mural,NA
Close to Home Mural,42.300118,-71.060671,Art: Mural,Art,Mural,NA
Clothesline Project,42.380308,-71.1171,Art: Art,Art,Art,NA
Clouds And Grass Box,42.328176,-71.096852,Art: Electrical Box,Art,Electrical Box,NA
Clouds on the Electrical Box,42.360531,-71.050764,Art: Electrical Box,Art,Electrical Box,NA
Coast Scrollwork,42.362999,-71.111539,Art: Architecture,Art,Architecture,NA
Cock Statue ,42.427924,-71.037958,Art: Statue,Art,Statue,NA
Cod Fish Weathervane,42.414062,-70.989467,Art: Weathervane,Art,Weathervane,NA
Cognoscant Te,42.344,-71.161836,Art: Architecture,Art,Architecture,NA
Cohasset Village Mural,42.240397,-70.801261,Art: Mural,Art,Mural,NA
Collis P Huntington Memorial Laboratories Bas Relief,42.336537,-71.10321,Art: Relief,Art,Relief,NA
Colonel Prescott statue Bunker,42.376162,-71.060878,Art: Statue,Art,Statue,NA
Color Changing Fountain,42.38836,-71.118378,Art: Fountain,Art,Fountain,NA
Color Explosion Mural,42.330739,-71.082577,Art: Mural,Art,Mural,NA
Colorful Bricks Wall,42.361009,-71.062231,Art: Architecture,Art,Architecture,NA
Colorful Cow,42.367314,-71.275068,Art: Art,Art,Art,NA
Colorful Electrical Box ,42.35511,-71.054057,Art: Electrical Box,Art,Electrical Box,NA
Colorful Mural At Hojoko,42.345062,-71.096648,Art: Mural,Art,Mural,NA
Colorful Sunset Metal Can,42.356351,-71.074434,Art: Art,Art,Art,NA
Colors of the World Mural,42.325949,-71.066287,Art: Mural,Art,Mural,NA
Colossal AcornHead,42.429088,-71.309743,Art: Installation,Art,Installation,NA
Columbarium Fountain ,42.33445,-71.208112,Art: Fountain,Art,Fountain,NA
Columbus' Adventures Mural,42.348548,-71.151862,Art: Mural,Art,Mural,NA
Column of Faces,42.368618,-71.074773,Art: Installation,Art,Installation,NA
Come Follow Me Statue,42.291248,-71.062948,Art: Statue,Art,Statue,NA
Come With Me,42.340455,-71.311689,Art: Sculpture,Art,Sculpture,NA
Common Building Design,42.343445,-71.121318,Art: Architecture,Art,Architecture,NA
Community Mural Bar,42.32972,-71.083537,Art: Mural,Art,Mural,NA
Community of Cambridge Super Awesome Mural!,42.360985,-71.096072,Art: Mural,Art,Mural,NA
Community Statue,42.346497,-71.068512,Art: Statue,Art,Statue,NA
Confucius Statue,42.348769,-71.061446,Art: Statue,Art,Statue,NA
Congregation House Friezes,42.358478,-71.061546,Art: Relief,Art,Relief,NA
Constellation Art Worm Sculpture,42.363682,-71.081985,Art: Sculpture,Art,Sculpture,NA
Cool Cat Graffiti,42.502676,-71.07562,Art: Mural,Art,Mural,NA
Cool Cat Old School Graffiti,42.363299,-71.110266,Art: Mural,Art,Mural,NA
Coolidge Arcade,42.342976,-71.123759,Art: Mural,Art,Mural,NA
Cooper Community Center Mural,42.335094,-71.07937,Art: Mural,Art,Mural,NA
Copley Fountain,42.350215,-71.076236,Art: Fountain,Art,Fountain,NA
Coppenhagen Fountain ,42.31966,-71.061538,Art: Fountain,Art,Fountain,NA
Copper Horse,42.362017,-71.294142,Art: Installation,Art,Installation,NA
Copper Lamp,42.33641,-71.101393,Art: Artifact,Art,Artifact,NA
Copper Porch of Infinite Knowledge,42.350362,-71.08505,Art: Architecture,Art,Architecture,NA
Copper Window Facade,42.365092,-71.055397,Art: Architecture,Art,Architecture,NA
Copper Windows ,42.357533,-71.065156,Art: Architecture,Art,Architecture,NA
Cops and Robbers,42.345352,-71.04605,Art: Mural,Art,Mural,NA
Coral Head,42.357833,-71.184265,Art: Installation,Art,Installation,NA
Coral Sculpture At The Renaissance,42.347998,-71.039523,Art: Sculpture,Art,Sculpture,NA
Corten Steel Sculpture - Angola,42.358723,-71.08938,Art: Sculpture,Art,Sculpture,NA
Cosmic Ray Chandeliers,42.360685,-71.090822,Art: Installation,Art,Installation,NA
Costello's Tavern Mural,42.311341,-71.114848,Art: Mural,Art,Mural,NA
Count Rumford Statue,42.479035,-71.154278,Art: Statue,Art,Statue,NA
Counter Point,42.347209,-71.076223,Art: Literary,Art,Literary,NA
Counterpoint,42.35115,-71.106139,Art: Installation,Art,Installation,NA
Court of the Assistants,42.374342,-71.060222,Art: Statue,Art,Statue,NA
Courthouse Courtyard Flower Sculpture,42.370247,-71.079636,Art: Sculpture,Art,Sculpture,NA
Cow Mascot,42.373026,-71.095915,Art: Statue,Art,Statue,NA
Crab Vectors and Suicide Jellyfish,42.465349,-71.245495,Art: Art,Art,Art,NA
Craigie On Main Art,42.363487,-71.098528,Art: Storefront,Art,Storefront,NA
Creamery Mural,42.404982,-71.248769,Art: Mural,Art,Mural,NA
Creative Arts At Park,42.31531,-71.132495,Art: Art,Art,Art,NA
Crematorium Statue Of Jamaica Plains,42.290718,-71.111955,"Art: Statue, funerary",Art,Statue,Funerary
Crematory Sculpture,42.29125,-71.111687,Art: Sculpture,Art,Sculpture,NA
Croc Sculpture at UMass Boston,42.314493,-71.039193,Art: Sculpture,Art,Sculpture,NA
Crocodile Bike Rack,42.317341,-71.105711,Art: Bike Rack,Art,Bike Rack,NA
Cross-Stitch Mosaic,42.37465,-71.150451,Art: Mosaic,Art,Mosaic,NA
Cross Spire,42.29506,-71.114474,Art: Architecture,Art,Architecture,NA
Crossed Hands Bollard,42.370605,-71.104029,Art: Architecture,Art,Architecture,NA
Crosswinds Mural,42.363751,-71.10152,Art: Mural,Art,Mural,NA
Crucifixion Group Shrine,42.244536,-71.001452,"Art: Statue, religious",Art,Statue,Religious
Cuba USA Soldier Statue,42.431813,-71.134646,Art: Statue,Art,Statue,NA
Cube Impaled Double Helix ,42.406513,-71.280763,Art: Installation,Art,Installation,NA
Cummings Fountain Art,42.498471,-71.125539,Art: Fountain,Art,Fountain,NA
Cummings Memorial Statue,42.488733,-71.144788,Art: Statue,Art,Statue,NA
Cupboard Electrical Box,42.356136,-71.148906,Art: Electrical Box,Art,Electrical Box,NA
Curl Sculpture,42.364312,-71.092798,Art: Sculpture,Art,Sculpture,NA
Curly Boot Graffiti,42.348031,-71.139275,Art: Mural,Art,Mural,NA
Custom House Compass ,42.359097,-71.053265,Art: Art,Art,Art,NA
Dacia St Mural ,42.317246,-71.076486,Art: Mural,Art,Mural,NA
Dairy Delights Mural,42.433258,-71.067981,Art: Mural,Art,Mural,NA
Daisy Utility Box,42.432256,-71.025461,Art: Electrical Box,Art,Electrical Box,NA
Dallin's Menotomy Indian Hunter ,42.415226,-71.155906,Art: Statue,Art,Statue,NA
Dance Mural,42.377813,-71.056538,Art: Mural,Art,Mural,NA
Dancing Fish Power Box,42.425812,-71.054627,Art: Electrical Box,Art,Electrical Box,NA
Dancing In The Wall,42.330808,-71.094777,Art: Architecture,Art,Architecture,NA
Dancing With Spheres at ARL Boston,42.347288,-71.068963,Art: Installation,Art,Installation,NA
Daniel Webster Statue,42.35801,-71.063727,Art: Statue,Art,Statue,NA
Dare To Sit,42.41637,-71.110371,Art: Art,Art,Art,NA
Darwin,42.357959,-71.091538,Art: Engraving,Art,Engraving,NA
Dassault Systemes Fountain,42.400878,-71.258561,Art: Fountain,Art,Fountain,NA
Daughters Of Charity Memorial Stone Statue,42.294613,-71.172528,"Art: Statue, funerary",Art,Statue,Funerary
Davenport Street Mural,42.389619,-71.11949,Art: Mural,Art,Mural,NA
David Farragut Statue,42.335789,-71.024007,Art: Statue,Art,Statue,NA
David Playing the Harp,42.338798,-71.087241,Art: Sculpture,Art,Sculpture,NA
David von Schlegell Art Piece ,42.357729,-71.049643,Art: Installation,Art,Installation,NA
David Walsh,42.3562,-71.074088,Art: Statue,Art,Statue,NA
Declaration of Independence,42.35464,-71.063855,Art: Engraving,Art,Engraving,NA
Deconsol,42.341472,-71.094694,Art: Sculpture,Art,Sculpture,NA
"deCordova Sculpture Park, Requ",42.430055,-71.311156,Art: Sculpture,Art,Sculpture,NA
deCordova Sculpture Park: part,42.430741,-71.311632,Art: Sculpture,Art,Sculpture,NA
deCordova Sculpture Park: Pine,42.429282,-71.312961,Art: Sculpture,Art,Sculpture,NA
deCordova Sculpture Park: Rain,42.430366,-71.311025,Art: Sculpture,Art,Sculpture,NA
deCordova Sculpture Park: Tower,42.430125,-71.312406,Art: Sculpture,Art,Sculpture,NA
deCordova: 4-Wheel Rollover by Okay Mountain,42.428986,-71.31268,Art: Sculpture,Art,Sculpture,NA
deCordova: Bird by Laura Ford,42.429539,-71.31265,Art: Sculpture,Art,Sculpture,NA
deCordova: Eternal,42.430565,-71.312159,Art: Sculpture,Art,Sculpture,NA
DeCordova: Platform 10 by Dan Peterman,42.430911,-71.310783,Art: Sculpture,Art,Sculpture,NA
Dedham Crayons Mural Power Box,42.254321,-71.165982,Art: Electrical Box,Art,Electrical Box,NA
Dedham Crucifix,42.248222,-71.165082,"Art: Statue, religious",Art,Statue,Religious
Dellaria Fountain,42.359057,-71.123538,Art: Fountain,Art,Fountain,NA
Delta Kappa Epsilon Lion,42.35644,-71.097195,Art: Statue,Art,Statue,NA
Deluxe Town Diner Mural,42.370907,-71.157887,Art: Mural,Art,Mural,NA
Demeter Laments - The Absence of Persephone,42.36229,-71.151449,Art: Sculpture,Art,Sculpture,NA
Depot Wall Art,42.477041,-71.020097,Art: Art,Art,Art,NA
Dimitri Hadzi Water Sculpture,42.347822,-71.077413,Art: Sculpture,Art,Sculpture,NA
DiPietro's Fireplace Mural,42.423008,-71.080264,Art: Mural,Art,Mural,NA
Dirigo of Maine,42.356491,-71.055162,Art: Architecture,Art,Architecture,NA
Divine Angel Statue,42.320841,-71.165044,"Art: Statue, funerary",Art,Statue,Funerary
Doctor Memorial Wall,42.338613,-71.108671,Art: Architecture,Art,Architecture,NA
Doctor Who Christmas Window Art,42.360675,-71.089546,Art: Storefront,Art,Storefront,NA
Dollhouse Light Control Box,42.312165,-71.101783,Art: Electrical Box,Art,Electrical Box,NA
Dolmen Planter,42.350079,-71.098373,Art: Artifact,Art,Artifact,NA
Dolphins Sculpture - Boston,42.358524,-71.050434,Art: Sculpture,Art,Sculpture,NA
Domestic Objects and Tools of the Trade,42.34294,-71.057324,Art: Installation,Art,Installation,NA
Domingo F. Sarmiento,42.350003,-71.085258,Art: Statue,Art,Statue,NA
Donation Bin Mural,42.361135,-71.113863,Art: Mural,Art,Mural,NA
Donovan & Fallon Drugs Mosaics,42.37374,-71.062626,Art: Storefront,Art,Storefront,NA
Donut with 3 Balls,42.429877,-71.312543,Art: Installation,Art,Installation,NA
Doorway Into The Dark,42.372685,-71.140807,"Art: Architecture, funerary",Art,Architecture,Funerary
Doorway of the Stars,42.372347,-71.236544,Art: Art,Art,Art,NA
Dorchester's Clapp Pear,42.320201,-71.061492,Art: Statue,Art,Statue,NA
Dorchester Community Mural,42.30217,-71.060079,Art: Mural,Art,Mural,NA
Dorchester Street Mural,42.282804,-71.054876,Art: Mural,Art,Mural,NA
Dorothea L Dix Fountain,42.35865,-71.053382,Art: Fountain,Art,Fountain,NA
Double Arabesque,42.338761,-71.138663,Art: Architecture,Art,Architecture,NA
Dove Of Peace ,42.320834,-71.111809,Art: Art,Art,Art,NA
Dr. Martin Luther King Jr. School mural,42.370832,-71.104211,Art: Mural,Art,Mural,NA
Dr. Solomon Carter Fuller,42.336085,-71.072127,Art: Statue,Art,Statue,NA
Dragon Lion ,42.467749,-71.024525,Art: Statue,Art,Statue,NA
Dragon Wire Sculpture,42.349647,-71.042175,Art: Sculpture,Art,Sculpture,NA
Dragonfly Cylinder,42.208752,-71.09673,Art: Art,Art,Art,NA
Dragonfly Mural,42.374291,-71.106243,Art: Mural,Art,Mural,NA
Drainage Fountain,42.373952,-71.053093,Art: Fountain,Art,Fountain,NA
Dreamscape Owl Power box ,42.297173,-71.060949,Art: Electrical Box,Art,Electrical Box,NA
Drink in Hand Mural,42.371845,-71.085602,Art: Mural,Art,Mural,NA
Du Kannst Denn Du Sollst,42.376839,-71.114007,Art: Architecture,Art,Architecture,NA
Dual Dog Headed Dragon Door Arch,42.316176,-71.114307,Art: Architecture,Art,Architecture,NA
DuBarry's Newbury Street Mural,42.35082,-71.078189,Art: Mural,Art,Mural,NA
Ducks in the Window,42.362126,-71.086041,Art: Art,Art,Art,NA
Dudley Community Art Panels,42.329492,-71.084469,Art: Art,Art,Art,NA
Duffy's Urn Stand,42.298924,-71.168819,Art: Ceramics,Art,Ceramics,NA
Dumpster Street Art,42.367573,-71.185261,Art: Wheatpaste,Art,Wheatpaste,NA
Dunkin Donuts Mural,42.36026,-71.202546,Art: Mural,Art,Mural,NA
E. Paul Robsham Jr Theater Art,42.33803,-71.168431,Art: Art,Art,Art,NA
Eagle And Shield,42.348987,-71.066811,Art: Architecture,Art,Architecture,NA
Eagle in the Doorway,42.3344,-71.103788,Art: Architecture,Art,Architecture,NA
Eagle of Protection,42.366091,-71.051088,Art: Architecture,Art,Architecture,NA
Eagle Post,42.349404,-71.077098,Art: Sculpture,Art,Sculpture,NA
Eagle Weathervane,42.341326,-71.125831,Art: Weathervane,Art,Weathervane,NA
Earl Silas Tupper,42.350767,-71.062674,Art: Statue,Art,Statue,NA
Early Learning Center Mural,42.35296,-71.136932,Art: Mural,Art,Mural,NA
Early Trade in Boston,42.356269,-71.056721,Art: Architecture,Art,Architecture,NA
Earth Cow,42.231371,-71.177198,Art: Statue,Art,Statue,NA
Eclipse Switchbox,42.421611,-71.075229,Art: Electrical Box,Art,Electrical Box,NA
Edgar Allan Poe Electric Box Art,42.352223,-71.06728,Art: Electrical Box,Art,Electrical Box,NA
Edgewater Drive Fountain,42.52311,-71.045252,Art: Fountain,Art,Fountain,NA
Education Inspiring Lives Transforming the World,42.340297,-71.101706,Art: Statue,Art,Statue,NA
Educational Electric Box,42.426657,-71.073373,Art: Electrical Box,Art,Electrical Box,NA
Edward Everett Hale,42.354527,-71.068749,Art: Statue,Art,Statue,NA
Egan Fountain,42.337499,-71.089545,Art: Fountain,Art,Fountain,NA
Egg You On,42.363904,-71.033928,Art: Sculpture,Art,Sculpture,NA
Egret Statue ,42.366033,-71.075413,Art: Statue,Art,Statue,NA
Einstein Bust,42.367995,-71.2578,Art: Statue,Art,Statue,NA
El Pilon,42.321354,-71.072004,Art: Mural,Art,Mural,NA
Elaine Wall Mc Heath Memorial,42.480225,-71.099827,Art: Architecture,Art,Architecture,NA
Electric Avenue Mural,42.363982,-71.055558,Art: Mural,Art,Mural,NA
Electric Guitar,42.354258,-71.06173,Art: Electrical Box,Art,Electrical Box,NA
Electric Heart,42.316544,-71.103217,Art: Electrical Box,Art,Electrical Box,NA
Electrical Box Mosaic,42.300803,-71.11284,Art: Electrical Box,Art,Electrical Box,NA
Electrical Box Mural,42.363159,-71.132141,Art: Electrical Box,Art,Electrical Box,NA
Elegant Clover Façade,42.350793,-71.115089,Art: Architecture,Art,Architecture,NA
Elegant Lamps,42.34491,-71.085902,Art: Architecture,Art,Architecture,NA
Elephant Head,42.408449,-71.118498,Art: Architecture,Art,Architecture,NA
Elevator to Heaven,42.372068,-71.147635,"Art: Architecture, Funerary",Art,Architecture,Funerary
Eliot Mural,42.309924,-71.11568,Art: Mural,Art,Mural,NA
Elk Statue,42.527399,-71.071087,Art: Statue,Art,Statue,NA
Elmer H. Bright Rosette,42.371556,-71.140947,Art: Engraving Funerary,Art,Engraving Funerary,NA
Elmo-MIT,42.359151,-71.089843,Art: Sculpture,Art,Sculpture,NA
Elmore James,42.347236,-71.095692,Art: Mural,Art,Mural,NA
Emerson Statue,42.373829,-71.115375,Art: Statue,Art,Statue,NA
Ence Pence,42.429053,-71.312061,Art: Artifact,Art,Artifact,NA
Engage Inspire Succeed! ,42.367584,-71.100593,Art: Electrical Box,Art,Electrical Box,NA
Engine 32 Artwork,42.383579,-71.071689,Art: Installation,Art,Installation,NA
Engine House Studio Mural,42.362276,-71.141161,Art: Mural,Art,Mural,NA
Engine Parts,42.291334,-71.075412,Art: Tech,Art,Tech,NA
Entwined Ropes Power Box,42.439863,-71.032106,Art: Electrical Box,Art,Electrical Box,NA
Epic Celtic and Norse Cross,42.367287,-71.144207,"Art: Statue, religious",Art,Statue,Religious
Equal Exchange Mural,42.339199,-71.056043,Art: Mural,Art,Mural,NA
Erected by the Odd Fellows 1877,42.281632,-71.10458,Art: Art,Art,Art,NA
Estate Bargains Mural ,42.286139,-71.118885,Art: Mural,Art,Mural,NA
Eternal Presence Sculpture,42.316412,-71.092082,Art: Sculpture,Art,Sculpture,NA
Eternal Remembrance Statue,42.359886,-71.134882,"Art: Statue, religious",Art,Statue,Religious
Ether Dome,42.363468,-71.068192,Art: Architecture,Art,Architecture,NA
Ethnic Harmony ,42.373537,-71.097652,Art: Painting,Art,Painting,NA
Europe Wall Mural,42.387904,-71.050006,Art: Mural,Art,Mural,NA
Euskaldunak,42.36304,-71.034401,Art: Art,Art,Art,NA
Everett Morss,42.359316,-71.088257,Art: Statue,Art,Statue,NA
Eyes of Lynn Mural,42.464316,-70.946863,Art: Mural,Art,Mural,NA
Fabulous Koi,42.345765,-71.087154,Art: Mural,Art,Mural,NA
Facade of 265 Franklin Street,42.356677,-71.053485,Art: Architecture,Art,Architecture,NA
Faceless Figures Statue ,42.327097,-71.082072,Art: Statue,Art,Statue,NA
Faces Looking Down,42.340853,-71.067996,Art: Architecture,Art,Architecture,NA
Faces of Justice Hope Mural,42.3312,-71.08302,Art: Mural,Art,Mural,NA
Faces of MGH Mural,42.363172,-71.068795,Art: Mural,Art,Mural,NA
Faces on the Wall,42.323397,-71.100102,Art: Architecture,Art,Architecture,NA
Faceted Sphere,42.37347,-71.143984,Art: Sculpture,Art,Sculpture,NA
Faith in Progress,42.27501,-71.026791,"Art: Statue, religious",Art,Statue,Religious
Fallen Heros Park Fountain ,42.4006,-71.061306,Art: Fountain,Art,Fountain,NA
Falling Leaves Metal Sculpture,42.291639,-71.307762,Art: Sculpture,Art,Sculpture,NA
Family at Play,42.365482,-71.258716,Art: Installation,Art,Installation,NA
Family Sculpture,42.266663,-71.195661,Art: Sculpture,Art,Sculpture,NA
Family Wall,42.345514,-71.076381,Art: Architecture,Art,Architecture,NA
Famous Joes,42.353079,-71.134479,Art: Mural,Art,Mural,NA
Fancy Lights,42.358354,-71.054814,Art: Architecture,Art,Architecture,NA
Fancy Old Street Lamp,42.352325,-71.061129,Art: Artifact,Art,Artifact,NA
Fancypants Subway Entry,42.352863,-71.055478,Art: Installation,Art,Installation,NA
FAO Bear,42.349947,-71.063741,Art: Sculpture,Art,Sculpture,NA
Faraday,42.358515,-71.091995,Art: Engraving,Art,Engraving,NA
Farber Abstract Painting,42.367847,-71.258707,Art: Painting,Art,Painting,NA
Farming Mural,42.319952,-71.100087,Art: Mural,Art,Mural,NA
Faxon Metal Structure,42.252022,-71.002792,Art: Sculpture,Art,Sculpture,NA
